$GPRMC,151624.500,V,,,,,0.00,109.22,121113,,,N*44
$PMTK001,220,3*30
$PMTK001,314,3*36
$PMTK001,314,3*36
$GPRMC,151624.700,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151624.800,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151624.900,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151625.000,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151625.100,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151625.200,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151625.300,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151625.400,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151625.500,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151625.600,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151625.700,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151625.800,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151625.900,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151626.000,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151626.100,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151626.200,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151626.300,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151626.400,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151626.500,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151626.600,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151626.700,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151626.800,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151626.900,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151627.000,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151627.100,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151627.200,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151627.300,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151627.400,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151627.500,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151627.600,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151627.700,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151627.800,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151627.900,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151628.000,V,,,,,0.00,109.22,121113,,,N*4D
$GPRMC,151628.100,V,,,,,0.00,109.22,121113,,,N*4C
$GPRMC,151628.200,V,,,,,0.00,109.22,121113,,,N*4F
$GPRMC,151628.300,V,,,,,0.00,109.22,121113,,,N*4E
$GPRMC,151628.400,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151628.500,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151628.600,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151628.700,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151628.800,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151628.900,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151629.000,V,,,,,0.00,109.22,121113,,,N*4C
$GPRMC,151629.100,V,,,,,0.00,109.22,121113,,,N*4D
$GPRMC,151629.200,V,,,,,0.00,109.22,121113,,,N*4E
$GPRMC,151629.300,V,,,,,0.00,109.22,121113,,,N*4F
$GPRMC,151629.400,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151629.500,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151629.600,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151629.700,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151629.800,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151629.900,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151630.000,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151630.100,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151630.200,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151630.300,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151630.400,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151630.500,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151630.600,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151630.700,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151630.800,V,,,,,0.00,109.22,121113,,,N*4C
$GPRMC,151630.900,V,,,,,0.00,109.22,121113,,,N*4D
$GPRMC,151631.000,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151631.100,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151631.200,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151631.300,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151631.400,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151631.500,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151631.600,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151631.700,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151631.800,V,,,,,0.00,109.22,121113,,,N*4D
$GPRMC,151631.900,V,,,,,0.00,109.22,121113,,,N*4C
$GPRMC,151632.000,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151632.100,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151632.200,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151632.300,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151632.400,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151632.500,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151632.600,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151632.700,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151632.800,V,,,,,0.00,109.22,121113,,,N*4E
$GPRMC,151632.900,V,,,,,0.00,109.22,121113,,,N*4F
$GPRMC,151633.000,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151633.100,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151633.200,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151633.300,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151633.400,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151633.500,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151633.600,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151633.700,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151633.800,V,,,,,0.00,109.22,121113,,,N*4F
$GPRMC,151633.900,V,,,,,0.00,109.22,121113,,,N*4E
$GPRMC,151634.000,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151634.100,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151634.200,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151634.300,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151634.400,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151634.500,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151634.600,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151634.700,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151634.800,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151634.900,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151635.000,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151635.100,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151635.200,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151635.300,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151635.400,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151635.500,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151635.600,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151635.700,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151635.800,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151635.900,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151636.000,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151636.100,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151636.200,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151636.300,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151636.400,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151636.500,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151636.600,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151636.700,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151636.800,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151636.900,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151637.000,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151637.100,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151637.200,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151637.300,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151637.400,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151637.500,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151637.600,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151637.700,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151637.800,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151637.900,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151638.000,V,,,,,0.00,109.22,121113,,,N*4C
$GPRMC,151638.100,V,,,,,0.00,109.22,121113,,,N*4D
$GPRMC,151638.200,V,,,,,0.00,109.22,121113,,,N*4E
$GPRMC,151638.300,V,,,,,0.00,109.22,121113,,,N*4F
$GPRMC,151638.400,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151638.500,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151638.600,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151638.700,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151638.800,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151638.900,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151639.000,V,,,,,0.00,109.22,121113,,,N*4D
$GPRMC,151639.100,V,,,,,0.00,109.22,121113,,,N*4C
$GPRMC,151639.200,V,,,,,0.00,109.22,121113,,,N*4F
$GPRMC,151639.300,V,,,,,0.00,109.22,121113,,,N*4E
$GPRMC,151639.400,V,,,,,0.00,109.22,121113,,,N*49
$GPRMC,151639.500,V,,,,,0.00,109.22,121113,,,N*48
$GPRMC,151639.600,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151639.700,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151639.800,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151639.900,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151640.000,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151640.100,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151640.200,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151640.300,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151640.400,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151640.500,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151640.600,V,,,,,0.00,109.22,121113,,,N*45
$GPRMC,151640.700,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151640.800,V,,,,,0.00,109.22,121113,,,N*4B
$GPRMC,151640.900,V,,,,,0.00,109.22,121113,,,N*4A
$GPRMC,151641.000,V,,,,,0.00,109.22,121113,,,N*42
$GPRMC,151641.100,V,,,,,0.00,109.22,121113,,,N*43
$GPRMC,151641.200,V,,,,,0.00,109.22,121113,,,N*40
$GPRMC,151641.300,V,,,,,0.00,109.22,121113,,,N*41
$GPRMC,151641.400,V,,,,,0.00,109.22,121113,,,N*46
$GPRMC,151641.500,V,,,,,0.00,109.22,121113,,,N*47
$GPRMC,151641.600,V,,,,,0.00,109.22,121113,,,N*44
$GPRMC,151641.700,V,,,,,0.00,109.22,121113,,,N*45
